PS:PAN ratio,Feed rate(mL/h),Distance(cm),Mass fraction of solute,Mass fraction of SiO2 in solute ,Applied voltage(kV),Inner diameter(mm),wca,q,sigma
0.8584609416939306,0.4296738533542701,0.990641566157516,0.6919618706204619,0.966588962390038,0.8216622931018294,0.3561419338249301,159.79658036003696,116.80343312394899,7.264566381724677
0.8276968745793253,0.5878593953221493,0.5196560201704769,0.7913345446215232,0.9025143277275364,0.6615970950635387,0.8519725929598657,133.67777988615063,-66.13148808104393,-2.460738445315048
0.9328275786426942,0.5348987301628256,0.5847083893522584,0.8916231210653783,0.9498361512866696,0.7202567350227795,0.6217931999914016,137.0785008199802,-8.664888149803005,-1.1443342790754354
0.4773186961467568,0.4381079634402651,0.8535558109066931,0.9469788971106492,0.2788227028229798,0.982433932778246,0.4585826568690785,160.46619758502584,144.63751179923247,-3.167273511315262
0.9573593604464692,0.4717568951252342,0.6539133116955144,0.9366621427726922,0.9691889423160576,0.8926708112035793,0.6569674599427445,138.01554096105303,39.61523056298569,-4.0364669868954515
0.7630720279092151,0.8735161573608576,0.8173650333171595,0.6880971956773313,0.8431568214905774,0.7362268382225777,0.4284199115297108,131.99620982845522,44.92080927293853,0.5625178757418787
0.6082320355092774,0.7713803931354715,0.6112015709370766,0.6668533580623731,0.22472088145483,0.6109465382479461,0.5899656471441806,146.951681629871,20.548092839693226,1.703465127490599
0.8664645943869954,0.6201426915675388,0.8138589547111925,0.9101239172652144,0.8026002578747057,0.8260484368723513,0.879240215140559,135.10818181514574,-20.617454787637882,-4.217036773610705
0.4988615197012925,0.8642170204670021,0.8831444587538366,0.8362031776290976,0.1938427835307744,0.7389948737076973,0.6621294447214703,146.5464428794542,59.96022434842894,0.23906139112982672
0.5090387794039948,0.7843009961513604,0.8042736295715329,0.9868229153353748,0.2420063804252283,0.7339102145718925,0.8247137525013493,145.56961855598266,57.345244308942426,-1.0996383853011693
0.9975616416151036,0.5742758062624431,0.7204425088182,0.9101127072305976,0.2929232398330184,0.6864481985985436,0.5240487056038778,151.68374261066995,46.2101959540754,0.1888520853220772
0.897292658345128,0.9810507323538566,0.9318251361540908,0.7299250785118889,0.1692457631585487,0.8842309884999149,0.3871924062711147,144.77628626487552,74.8965002450712,1.0705203620589288
0.9695251945676648,0.4245978273741111,0.6533096046996143,0.859634396717011,0.119523269627013,0.7908211901696784,0.4161075387211447,134.57443952409855,61.33095060939016,2.6379716503375974
0.5795389900392348,0.7035686826858757,0.5624402965942673,0.7373415785966428,0.8105251409027715,0.9254757080236792,0.8174837050398989,153.96277987886177,113.74399494798055,-14.918505677211973
0.6729857722972858,0.7658649935535009,0.8044032161618258,0.9627776041341074,0.1791320726139045,0.8554798377598917,0.4025014198407314,157.41887173588,82.3930133462255,-0.10271543498384972
0.6093048142851722,0.3576477636544632,0.5454274877803204,0.8459958433555114,0.2409244936327788,0.8315192001605272,0.8353096505976504,145.78368934778496,101.65036026707762,-1.7890660733422443
0.9671862629745278,0.8111648457121143,0.6597211438164117,0.8133633033586162,0.906691059159986,0.7801659016233156,0.568966729102071,124.92613918257209,-15.383259578411696,-1.3943412480602486
0.968837883305485,0.5573094586346419,0.8477822336255523,0.8241355049417401,0.3376688447847641,0.7356791819130883,0.5920516254868546,160.4182054903721,49.413092782956255,0.5446794864495441
0.875350386748924,0.9430238080972172,0.8810341586412793,0.7756200128163465,0.5734487871445367,0.5892308419200358,0.7259678556975449,153.39662875479172,-20.689265470159285,-3.4809471768929114
0.4466003246244815,0.3609473791693239,0.7265654575642315,0.7532220009202113,0.6102841448992147,0.6506558147485136,0.3170169895572858,167.08487757269992,122.38142424420877,3.0608005361223594
0.5613368127187166,0.8748982041869197,0.5414856616124406,0.8689181359419565,0.0379652693847106,0.6383507768433753,0.3688005158777,136.39097003506092,53.18396582559157,1.7292103610863112
0.8264166261835408,0.818428487297703,0.7528156800602426,0.737135403618482,0.5722315123652252,0.6069213265303544,0.8448828901776968,155.53580339530288,-45.08503084178278,-1.9103132104928466
0.6518150088929564,0.93874209546445,0.8623497805714797,0.8740429225357127,0.6078541354659274,0.817599221872376,0.5280089732756025,139.3166610223363,54.906617036137334,-1.6551372279647776
0.4853815744922072,0.3963081513374285,0.5477052502204166,0.684791846561476,0.1349159667339898,0.642450704615552,0.9556388865016008,137.97068328656465,37.86028882246791,3.319725382263684
0.9841146959908236,0.9960626293326048,0.5675086299425618,0.8841472800695769,0.237049536168585,0.8855791355491649,0.765937177953172,140.62373790943636,16.25785211956395,2.1675251920915706
0.5103990741951604,0.4615501445561697,0.8050246614227755,0.7663679368343955,0.31765385067498,0.7486565854979645,0.3343271618150236,161.2752488831927,89.36228136036672,1.9603752198126703
0.4830575193970248,0.4087265090015934,0.6652526835893814,0.9613068743430314,0.2059534552414846,0.8934607161892436,0.4705438680844671,163.85458376518213,136.38432141877195,-5.046316190773192
0.7502319591877926,0.4427472521691734,0.5034842577639302,0.904291178848502,0.895045242219722,0.911407720756346,0.825920531500672,145.35350713432965,105.26911031185833,-12.355544765484805
0.5599563880852739,0.9321015745536504,0.7982833169971625,0.741731345912239,0.8542712999706804,0.874911977554627,0.3113731376969094,130.85882304030716,127.28178358286374,-1.9898881637089119
0.6090138671371793,0.6819550224535151,0.8285822260519061,0.6962134703063945,0.5162181848207139,0.6403933630765568,0.7154357765577621,157.21034911536717,24.326871111716542,-1.0045193492839477
0.6173583424428919,0.7755786355267311,0.6223751529130366,0.7317210086420606,0.6577414317934949,0.6161473650621508,0.8172514649788194,149.65690085370642,-30.06000230407156,-2.356740044561695
0.6817838202300404,0.3991909666918491,0.9784368556283802,0.7922080694286795,0.9720307889012368,0.8431790338248419,0.3952786378872716,154.34925112463674,134.61171464780574,6.8306517118520595
0.774627350203905,0.4579372387227658,0.5296369046005021,0.6968068033565095,0.7709995956797153,0.6114308844950881,0.3588883525438244,143.72488910199763,78.11610625815166,3.2996513100260465
0.9049852286792328,0.5691930086964736,0.6569181359055662,0.7867841382867367,0.4274979812638105,0.6722516944936787,0.651580606085844,151.64892314536579,18.60918276820078,1.155395586217507
0.695611852979513,0.9823036022596316,0.648691146536265,0.7775668884580578,0.1277416240380247,0.7952055069536914,0.7106004285420588,154.1483492907348,42.812222614467316,2.050771136032786
0.8167179979863204,0.8300609608497397,0.7142653972715199,0.7852459632678557,0.5724548834235124,0.9165605191335476,0.6087333229311763,148.46532118660394,60.63779985864778,-3.1677802174310195
0.8454234430573702,0.516987143496771,0.6953178080958529,0.8273264261528542,0.5863331125057294,0.7740243755154768,0.7230205387425594,154.77745503009461,28.044964053132247,-0.626565088975493
0.6878010469613706,0.7666213835571325,0.937000560061604,0.871938947652209,0.2202926123256227,0.5728444570724446,0.7727198315881368,154.66338080865538,46.723376672131394,0.2739016952479769
0.4974854645596408,0.5100633419308015,0.7751775555934826,0.8710725969603716,0.445697234450958,0.8467662357124665,0.5253621509807034,164.16074232457134,118.86578906526714,-3.089867053002326
0.934690392570773,0.3628247626362265,0.7690471461716819,0.7371886058058212,0.4213057130066511,0.7445412639640818,0.3503552232832534,161.9620900146154,82.72136469303805,3.2345782784119486
0.6454610277891527,0.504974849964308,0.5792402833424648,0.9537855529007018,0.3328971963287209,0.6715145850815326,0.9909948301214502,143.1189435697338,29.684453751079957,0.2880819633289633
0.947484015935716,0.921524177561562,0.9107087121802456,0.7937529433185674,0.1851885688495406,0.5931958227844764,0.4201121033624752,157.82312630206025,101.42344017499542,-4.347448548701708
0.7002246870953712,0.6451255322640848,0.6298970166213944,0.860376067083835,0.23020688893566,0.6414162353472408,0.476700721676787,146.8897256137498,58.13544995264208,1.4947364872555493
0.807068297328141,0.8564940048627869,0.7995327777173742,0.8409572326774888,0.9409096239870756,0.6847929222421271,0.9044470003730698,120.22202881350793,-106.74534782199328,-4.945996759515511
0.8600365226580826,0.4811267434860768,0.804385877255745,0.8643196931658836,0.6513906895605547,0.8385815289728202,0.356552057496545,168.1411760751704,95.79580351732528,2.173809698918685
0.6857009599560318,0.8734284954332521,0.5833631982825884,0.9856812219651396,0.8353787569838631,0.8767389039537467,0.9209841679546008,129.08905003828465,23.39819283089969,-13.66882915500462
0.5689192054742884,0.6116610538711919,0.9291443519336934,0.9503199258882226,0.8261728755813368,0.7237045633595834,0.6940172899428055,133.1988281464245,23.65712345786517,-0.6570206899571378
0.882750975167077,0.7177593436278298,0.8445376726208342,0.7242758690570458,0.0138310740485807,0.9189815437333854,0.7051459473805448,145.2191870509066,63.57641177796512,3.207609161186987
0.9210306793572532,0.655950965539742,0.6710519254605067,0.7522648712124943,0.5968884614196271,0.6081464550915523,0.5525757897202728,150.62944021670023,13.067770904505664,0.297376582688722
0.5728805932610194,0.9354452015385902,0.9976164820943488,0.9483422694605976,0.1219373369717763,0.834145658545725,0.7882177784532964,130.13787619695842,77.28468697958161,1.2267641286298314
0.5971863546402892,0.4207387121938518,0.6802000491414051,0.7204626167380294,0.1706727846403675,0.6353698909978073,0.7666784685438511,142.40862591070828,47.99850146777662,3.808144281820363
0.5525496887491912,0.5122008176827629,0.7740403005418485,0.6726866614400867,0.2722015031928616,0.5776915413948769,0.6724845655379073,152.19061438245657,46.363473525861934,1.9829699560840481
0.4512621647986646,0.8056162246382135,0.8890719115795986,0.706642757449463,0.9082897664915064,0.648458867224915,0.8167592756390417,119.76135050261823,-17.264890592347257,-5.2581683879923125
0.6255523021996092,0.566024425833324,0.8224102955636052,0.8232396616407609,0.7493468742498691,0.8714918043860375,0.6069105171351259,152.37518020532542,104.71943175204603,-3.3998621612552498
0.6431046461941456,0.3874984402326119,0.5276640242017199,0.8220864557125959,0.096311308297241,0.6878928401724049,0.82740360838974,127.40047976068112,56.72149975213213,4.720311184070338
0.9344847710827988,0.5987923950081134,0.5575346960050097,0.7444728965526258,0.6004515670959962,0.7241689524264008,0.7988644298458796,144.03440133240645,-34.932203844457376,0.029653127269670065
0.6204965863456657,0.953232412621967,0.9739109387142756,0.7386523968315444,0.437249698966745,0.711360402184806,0.475334475338904,142.24506172509103,53.25646043349235,0.11181798437618085
0.8322388843080201,0.3533560305274824,0.7155063799174781,0.8630571550697014,0.743150570365412,0.9692799922164868,0.5003991446820795,164.96512243260213,138.77671986150557,-1.9725543562667802
0.7243760577090456,0.5975086683914925,0.8798762298469327,0.8563455648502004,0.4592515979961029,0.9415244745380246,0.417694299347752,161.5393295286991,107.80765175819602,0.21668001328404785
0.863452354874557,0.807744570015576,0.6773124825810258,0.6750061085790208,0.9026072193029268,0.9508251357256504,0.587270261853551,126.8145550097768,59.394946726696844,-4.597559101330763
0.5451086691389986,0.8951829964989373,0.5619206213824406,0.8625732334871955,0.5380363950759537,0.5998469277357272,0.7032009649810852,147.9738597247905,-4.7410821560835075,-1.6767795593340278
0.5652735086483531,0.5979845280685092,0.7625693257402544,0.9912247685063916,0.7910916280640137,0.9785706808599668,0.4227728984616857,165.27940599690533,189.4637321237517,-8.751686244855073
0.4978473445318668,0.8619596674132676,0.9943346709494408,0.6706565909531087,0.0851031119568062,0.977218184259137,0.5343668606104698,138.77906209972357,81.99773167581964,-0.7618027381467165
0.7980252193505403,0.7387289112322996,0.6993413374161483,0.9260411997800896,0.1766431205437385,0.8892395116569543,0.6781740263307399,151.50565243886786,75.01427833303492,-0.11856460297484617
0.7611552045996935,0.8212892427531346,0.7765422220685051,0.8315685031999496,0.2554989077056912,0.778639804483006,0.3856490647277036,154.51088401310375,68.55893089211497,0.6799148873216527
0.8973725685959641,0.4065124994448655,0.8185611319853728,0.7677590897311082,0.1028899656982843,0.7370557567587146,0.4722870224681185,145.25789994758213,71.99448278080277,3.2999711920962866
0.5258201294711898,0.7931720936527209,0.6460225368704889,0.8864712669264774,0.6754918597636913,0.9132777931851804,0.8221119682555922,152.2145239350441,117.59254492974301,-13.876880267587417
0.9671820694777906,0.7939256338188081,0.6843197362856691,0.7249564443513118,0.3278420205072057,0.8466756814085826,0.4227092265619052,145.67747196437796,45.22773609790062,0.8450015758576193
0.5891376489714436,0.4848869598756273,0.6173373140709553,0.9854727482196314,0.6950379675091682,0.9566917783201484,0.5338781363313707,174.42413757604726,192.4101150586306,-12.194230448875473
0.9484823464338348,0.6107984987011569,0.6960732746721301,0.9781738474755648,0.9110445292123924,0.6821917005168376,0.4353891240460605,148.15474433073058,10.66213351391599,0.2944806351916931
0.6489573351129294,0.5672393033137891,0.5723328155139559,0.9540482506291884,0.9720841660095676,0.7141030007770608,0.5670201389499843,146.29689422462377,64.60494252629604,-4.708019767373205
0.4860519060051027,0.8352628019013011,0.6933717170393465,0.7797726450776172,0.6321555785342682,0.6277189722014407,0.5547456722627692,147.868883635001,32.46389811372852,-1.676654823215813
0.8278614866986591,0.7822785956264944,0.9578452254224968,0.8609767019245207,0.6311267239178344,0.8943989237889216,0.6043227187641553,138.81370553106555,51.58099737238871,-0.9393448741531678
0.9689385370670824,0.8780263109904347,0.8233031139165443,0.7376420721953926,0.499829142199852,0.7858972238970913,0.4031717277793952,147.75392585947256,50.60458452718524,-0.27885106600604104
0.9640688004200696,0.3685988615529146,0.8583523083781388,0.8424927120417451,0.4567586038840022,0.9362719036743176,0.7018222911013945,151.35090750803792,60.35891556834906,2.077865854224182
0.61379527174012,0.8537157865282847,0.6690222553929025,0.9369416234716346,0.5042802823684421,0.830188464155748,0.3798372381961224,161.86083141745263,96.12201029355404,-3.9625869591837777
0.9355727313393742,0.7285729361559238,0.5109186367610641,0.7861873963543893,0.5738923421330352,0.5756058582226995,0.8902932825141487,138.8262695310404,-95.02655693248988,1.2749417238436695
0.96003388758553,0.4081717114135043,0.5946766236062291,0.9799072016389794,0.083649907029295,0.8074336770088795,0.3564538249083668,129.98519311332848,66.26556296519382,1.1278551115613134
0.5471918735726671,0.8418313328095333,0.8684200178751631,0.8558555002068413,0.7315297135258828,0.6494299638700815,0.6171149577509334,136.48626349982064,11.867602354788232,-0.9734996210078357
0.9841604831575114,0.7203173162380474,0.6386472614604346,0.8119587669928435,0.0743162578022083,0.6308378695624608,0.7207001652274472,137.8869739058758,33.609462111204095,2.974920406401022
0.5106585938101111,0.94529047977202,0.9742623367598966,0.6962243601244931,0.1898459437722228,0.7065176001973622,0.3653121384893976,140.59338748523137,58.88278313049298,0.92535896520703
0.4672408907775617,0.4518516664519142,0.9026571075486346,0.7293171744808522,0.921472365991976,0.7167280630868184,0.708796858536946,139.61762130947008,74.61774396884871,-0.9901872771113567
0.4678504772010122,0.9784752765015472,0.6546536974269253,0.993553158221383,0.387121297385258,0.7981050178292433,0.6313718689175423,158.59351031071571,78.42894966501012,-6.365875511122578
0.6043368768868667,0.8222722886905158,0.8460140565014311,0.6986381272323899,0.7161869988762525,0.8326453203934696,0.9149428991999268,135.59636438576254,19.36172860066091,-7.897311883315428
0.6040575223637211,0.9584877786735796,0.5869189960512052,0.7982527952475182,0.5340577057200899,0.6268727869816693,0.4296962405003874,141.48687292702087,30.720608732668623,0.2517901120312356
0.8029528703770301,0.5690802752794382,0.6745862624257197,0.7369349030214476,0.4223769973517438,0.76661619707927,0.4962894363269692,156.61630854603536,57.51394261198158,0.7615629857140895
0.7591357791483363,0.8041132567826319,0.613015662410984,0.9760013955319032,0.0198344457572579,0.6442999534062961,0.6954064130120394,139.15652229472997,51.03047158208679,3.5922516575856687
0.7753047421113028,0.886975323211483,0.8286632227466548,0.7265769895306642,0.3087339657950195,0.7977987838960707,0.384155767885424,151.60352680306008,64.74934256485844,0.5914344889493712
0.9647598396563186,0.6965323772559576,0.5303706037887866,0.9237198887309233,0.3583695152988878,0.7820738738536815,0.5733603300819574,140.30819786193345,25.893776184514564,-0.20749505115179012
0.569046468135689,0.6192612510884381,0.7961394121945491,0.9687375388771436,0.1592860232900138,0.9445851251189148,0.8502183907108133,142.2743219833001,131.1260824722595,-3.1445476322491537
0.6976599215065735,0.830947459387613,0.9808438527897552,0.9184688113272456,0.4784192899057797,0.8659686603750123,0.9541865388068778,125.39101993051817,32.98831162764077,-3.544962792629182
0.4835348528686722,0.8395380945534383,0.500651668781765,0.7195120741318193,0.7881502343211806,0.8678088165158124,0.8240159574882605,155.78763478514023,90.31340770661046,-16.081909763700544
0.5914472943338953,0.987990952039466,0.9849239207170886,0.6868902716217336,0.0878578627990049,0.8446578716255728,0.5278598896416571,140.30162000817606,65.8258564083267,0.9227147717640243
