d,h/d,b,E,ll,sdl,max_uz
250,1.75,2000,26700,-2.0,-1.5,0.021015222477561758
250,1.25,2500,24000,-3.0,-0.25,0.019186448652645044
250,1.5,1500,39600,-2.5,-0.25,0.002508370155823552
160,1.5,2000,37400,-5.0,0.0,0.02646061803291484
100,1.25,1000,37400,-3.0,0.0,0.002365135904465755
180,1.0,4000,34800,-5.0,-1.25,0.10356267707628916
210,1.5,1000,37400,-5.0,-1.0,0.0007097482895230953
170,2.25,2000,34800,-3.5,-0.25,0.09256238885624418
140,2.0,3000,30100,-2.5,-0.25,0.48452833654665095
110,2.0,4500,34800,-5.0,-1.25,6.563360443393478
100,1.0,4500,34800,-3.5,-1.25,0.7248169489313515
200,1.25,2000,42200,-1.4,-0.25,0.0066871971918555035
220,1.5,5000,26700,-3.5,-0.25,0.6054521239791801
210,2.0,4500,24000,-5.0,-1.0,1.3677742648341276
200,1.25,2000,39600,-2.5,0.0,0.007126255593356402
150,1.75,3000,30100,-4.0,-0.25,0.29098966620718264
160,1.0,1000,37400,-3.0,-1.5,0.000386541293398826
120,1.0,4500,34800,-1.4,-1.0,0.3262421966411403
150,2.25,3000,42200,-3.0,-1.0,0.4985108252907284
100,1.75,1000,37400,-2.5,-1.25,0.006591128484245107
120,2.25,5000,32800,-5.0,-1.5,12.987909006336476
100,1.75,4500,32800,-5.0,-1.25,5.603981448871784
240,2.25,2500,42200,-2.5,-1.5,0.09544366522081843
100,1.75,1000,26700,-2.0,-1.5,0.009232517052861424
240,2.25,4000,24000,-2.0,0.0,1.0717973349657903
130,1.25,3500,32800,-3.0,-1.5,0.1775708545634672
190,1.75,4500,34800,-5.0,-1.0,0.7700704987362194
200,1.75,1500,32800,-1.4,0.0,0.009136398763851708
160,1.25,5000,30100,-2.5,0.0,0.5388616022244626
200,1.75,3000,34800,-3.5,0.0,0.13744576938195996
200,1.25,4000,32800,-1.4,-1.5,0.13891331522624123
140,1.75,2500,26700,-4.0,-1.25,0.20089018363313677
150,1.5,5000,30100,-1.4,-1.0,1.1730539742937744
170,1.0,2000,32800,-4.0,-1.25,0.006745662319436896
220,2.0,4000,24000,-3.0,-1.25,0.8044966328269317
210,1.75,2500,24000,-4.0,-1.25,0.0794632281917664
110,1.0,1000,32800,-3.5,-1.25,0.0013563617890517711
150,2.0,3000,26700,-2.5,-0.25,0.49961706910603726
140,1.0,4500,39600,-5.0,-0.25,0.30950454276456685
100,2.25,4500,26700,-4.0,0.0,14.699336073782003
120,2.25,1500,34800,-4.0,0.0,0.08621362868317661
240,1.75,3500,39600,-1.4,-0.25,0.14483529527219327
130,1.75,3000,24000,-1.4,-1.0,0.5036094003330135
150,2.0,1500,30100,-5.0,-1.5,0.03684894497679429
200,2.0,5000,26700,-3.5,-1.5,2.169374478968595
220,1.25,1000,37400,-5.0,-0.25,0.0003878068427334444
240,2.25,4500,32800,-2.5,-0.25,1.2117958147456782
120,1.25,5000,39600,-2.0,-1.0,0.7551275029056278
200,1.0,3500,39600,-3.0,-1.0,0.0387674964575736
190,1.25,4500,34800,-3.0,0.0,0.23156820001084985
110,1.75,2500,26700,-2.0,-0.25,0.2484940633608436
170,1.5,2500,34800,-2.5,-1.5,0.0519832293904991
200,1.75,4500,30100,-2.0,-0.25,0.7631371482858963
120,2.0,1500,26700,-4.0,-1.0,0.06761282550903708
140,1.5,2500,42200,-2.5,-0.25,0.05595824609167126
160,1.5,1000,26700,-5.0,0.0,0.002247825696458185
140,2.25,1500,32800,-3.5,-1.5,0.046081960043191365
210,2.25,1500,42200,-4.0,-1.25,0.015918781352245594
100,1.5,4500,30100,-4.0,-1.5,2.855937335961765
240,2.0,3500,26700,-3.5,-1.0,0.35158240091969906
230,1.5,1000,24000,-2.5,-1.25,0.0009821682273816557
170,2.25,5000,39600,-5.0,-1.5,3.7836840856264176
220,1.25,3000,30100,-2.5,-1.0,0.040753086534007985
130,1.5,1000,32800,-2.0,-1.25,0.002274252502552968
140,1.0,3000,26700,-2.0,-0.25,0.0604096404344615
190,1.0,2500,26700,-2.0,-1.25,0.015917857501898895
160,1.0,4000,26700,-3.0,0.0,0.14414184665660157
110,1.5,3500,42200,-3.0,0.0,0.3913344160096658
150,2.25,4000,39600,-3.5,-0.25,1.7104215139160792
220,2.25,1500,26700,-1.4,-1.0,0.021597343112670905
170,2.25,4500,42200,-2.5,-1.5,1.892996302924012
190,2.0,4500,37400,-2.5,-1.25,1.086332039599024
160,1.25,2500,34800,-4.0,-0.25,0.032859548949560724
130,1.75,2000,30100,-3.0,-1.0,0.07070782116386279
180,1.0,3500,37400,-2.5,-0.25,0.05161491903217694
130,1.25,3000,34800,-4.0,-1.25,0.13353055298685124
110,2.0,2500,37400,-4.0,-1.0,0.4844757040066596
120,1.25,4500,32800,-1.4,-1.5,0.5806242884126229
180,2.25,3000,30100,-2.0,-1.25,0.4494012762508319
180,2.0,1000,42200,-1.4,0.0,0.0027427752941503072
190,1.75,2000,34800,-5.0,-0.25,0.02938429122422402
200,2.25,5000,30100,-2.0,-1.5,3.0567541383391554
230,1.0,2500,24000,-4.0,-0.25,0.012705661403413991
120,1.0,3500,37400,-4.0,0.0,0.158363956118996
100,1.75,5000,37400,-3.5,-1.0,5.4642971663833455
240,1.75,5000,24000,-1.4,0.0,0.9584518800302109
130,1.25,3000,34800,-2.0,-1.0,0.08723663849663754
