x_0,x_1,x_2,y_0,y_1,y_2,f_res
2,2,5,3,1,1,18.71517922142345
8,4,3,1,1,2,24.527056978773466
2,4,9,3,2,1,45.7597918920093
8,8,5,3,3,3,99.88530104074373
3,3,6,2,1,3,62.18162597584596
3,7,8,3,1,1,41.14110899088648
9,5,9,3,1,1,51.32309907829028
7,5,7,3,3,2,0.0
5,7,1,2,1,3,31.658336848293214
1,5,2,3,3,1,31.426486536041537
3,5,2,2,1,3,28.31227765475607
9,5,8,3,2,3,104.45442997307487
5,5,3,1,3,3,46.07256587167682
9,1,2,1,1,3,20.6592704082211
7,6,3,1,3,3,51.72878613499451
2,1,6,1,1,2,33.48549178913161
6,9,6,3,2,1,58.71084612744055
7,2,8,3,3,2,81.54266369821383
5,2,5,1,1,2,28.500992951299082
9,7,3,2,1,3,44.38741607708203
0,6,7,0,2,2,62.42323689140127
1,8,4,3,2,1,36.13132271312524
1,1,1,2,2,3,0.0
1,3,5,3,1,2,28.417453486369954
4,8,8,3,1,1,45.505634673081964
6,8,6,3,3,2,92.98372174203396
4,2,1,3,1,3,23.24156604469673
8,8,4,2,1,2,41.735322689539615
3,8,4,2,2,3,60.589901254251934
9,9,3,1,3,1,56.07409838775832
4,6,7,2,1,2,49.420727078827966
2,9,2,2,2,1,37.623151143943275
6,9,2,3,1,2,42.25576823346134
6,8,1,1,2,2,37.488178430006435
0,7,3,0,3,1,40.14373213840487
2,3,2,2,1,1,15.795860092125404
2,8,6,2,1,1,31.33335265639475
0,6,3,0,1,1,0.0
6,8,2,3,1,3,45.39740929832891
2,2,1,2,3,1,0.0
8,5,9,3,1,1,49.655249913780516
9,8,8,1,2,1,51.99655979004764
1,2,5,3,2,2,31.590233361752805
1,8,7,1,3,3,89.65956266902042
9,2,4,3,1,2,42.646187238720415
3,7,8,2,2,2,82.4719706930785
3,8,0,3,2,0,36.97558547203817
6,3,7,2,1,2,48.429406655460895
1,6,8,1,1,2,55.39083713656979
0,2,9,0,3,3,75.24757849499211
4,3,7,2,2,2,0.0
8,4,6,2,2,3,77.58898666047908
1,2,2,2,2,2,17.139150288739522
5,4,5,2,3,2,48.5427784433483
8,4,1,3,2,3,39.113547691305115
6,7,7,1,3,1,53.53939482287785
5,8,3,3,2,1,48.924777832914074
5,7,8,2,2,1,50.319016772985535
6,8,4,1,1,3,44.352875115374424
6,9,4,3,2,2,63.53397557212991
4,4,5,1,2,2,36.02982049636107
