x_0,x_1,x_2,y_0,y_1,y_2,f_res
0,3,3,0,2,1,17.74592272044483
2,7,6,3,2,3,83.07035970790064
7,5,0,2,1,0,0.0
2,6,3,3,3,2,50.25266430747727
6,3,1,2,2,1,21.847894864265527
7,4,6,3,3,1,43.715070742250894
5,1,9,2,1,1,36.76382138733676
7,5,9,3,1,2,75.10300391462381
1,7,7,2,3,3,90.6059922300948
2,4,4,2,1,3,37.20381987108313
5,1,9,2,2,3,87.20038378929304
8,2,4,1,3,1,22.52339757141449
7,8,5,3,1,3,64.80816591294649
8,2,0,2,3,0,0.0
9,5,1,2,3,2,39.895738744883516
1,2,8,1,3,1,38.50760995907172
6,1,9,2,1,2,64.61732427917454
6,4,6,1,1,2,36.986964141572905
6,4,2,1,1,1,16.614149238826524
3,4,3,3,2,2,35.257988967041214
8,8,9,2,2,1,62.29156813726879
5,1,5,1,2,2,32.11762603758254
8,7,4,2,2,1,42.91162553434675
4,8,6,2,3,1,58.96364100867584
2,1,2,3,2,1,15.057211153796045
5,9,8,2,3,2,107.11718848532199
1,2,2,3,1,2,14.965787073856156
0,2,4,0,1,1,12.180199721268941
9,1,2,3,1,1,31.106348724978957
7,9,6,1,3,2,85.18146010136243
7,9,9,3,1,3,111.67000827885704
3,5,6,3,3,2,65.80542975317462
2,8,6,1,2,1,40.86379841620209
1,1,5,3,3,1,0.0
8,7,3,1,1,3,35.3739954486343
7,7,6,1,3,3,87.78625676607928
4,1,2,2,1,3,21.477744631594817
4,3,7,1,3,2,0.0
8,7,6,3,1,1,43.321749399118225
9,9,8,1,2,1,54.26643714120174
1,7,8,2,3,1,58.551654067156804
3,1,8,3,3,3,0.0
9,1,6,3,3,3,78.41932499709495
2,4,3,3,3,2,39.30707932421334
6,6,8,2,2,3,102.19495250255758
9,5,2,3,2,2,45.69270888227136
3,6,5,2,1,2,35.14074770120864
9,3,2,2,2,3,34.73013280999657
2,7,5,1,2,2,46.037513670918415
3,5,6,1,3,3,79.14705134747598
2,8,9,2,2,2,85.61593876142456
6,4,4,3,3,1,40.32030105294354
5,4,6,3,1,3,68.87882157818905
8,4,8,1,1,1,32.436357909142636
7,3,1,2,3,2,28.501934443121577
6,2,4,3,2,1,29.300849151517777
6,7,7,3,2,2,76.98380597242513
5,1,1,1,1,1,0.0
1,2,5,3,1,3,43.13194011402686
2,1,7,1,2,2,53.59415860791174
2,9,0,2,1,0,20.456141127788495
6,6,9,2,2,3,106.38704853975412
9,8,5,1,3,2,71.30372641734793
2,7,0,1,1,0,15.935408440639355
9,9,9,3,3,2,122.79422007570226
8,3,1,1,3,1,0.0
1,2,7,2,2,3,73.03468888138019
7,8,5,2,3,1,61.20178775983591
2,3,8,2,2,1,36.114404896107594
7,1,6,1,3,1,25.928321710052888
2,5,1,3,1,2,22.15317969254075
9,9,7,1,2,2,74.66932460522192
1,7,7,2,1,1,30.026942451738236
3,5,4,2,2,1,30.70213352521287
6,6,0,1,3,0,33.056966905631256
3,9,2,3,1,2,35.0182005534265
6,3,1,3,2,2,29.856380976267033
1,2,4,3,2,2,26.154620493710095
0,9,6,0,3,1,55.05405222143053
6,5,3,3,2,2,44.120743296096
0,1,5,0,2,1,0.0
8,2,2,3,1,2,34.139133791002955
2,2,1,1,1,2,10.936390282446947
0,8,0,0,2,0,23.953231973994658
8,8,8,2,1,1,45.01938783457634
1,2,7,1,2,2,55.15481215959311
4,7,5,2,1,3,53.20143853318254
4,5,7,3,2,2,67.31433251544577
3,3,8,1,3,2,78.38493167694924
9,1,8,2,1,1,36.756042686883475
9,6,4,3,3,1,57.0793544725236
6,9,5,2,1,1,36.735929360777035
8,2,3,2,3,3,37.00108297063749
1,4,4,1,1,1,17.780228549712177
4,4,8,2,3,1,46.960807329090926
1,6,7,3,1,3,76.4970379230464
